sample_id	sample_name	alias	development_phase	mechanistic_class	mechanisms_cellular	target_class	gene_symbol_1	gene_symbol_2	gene_symbol_3	gene_symbol_4	gene_symbol_5	moa1	moa2	moa3	moa4	moa5	binary_pharmacology	general_indication	cas	target_subcat	class	primary_mechanism	additional_mechanisms	mechanisms_cellular_apoptosis	mechanisms_cellular_angiogenesis	mechanisms_cellular_signal_transduction
NCGC00166088-05	Decitabine	NSC-127716	Approved	Transcription regulation	NA	Epigenetic factor	DNMT1	NA	NA	NA	NA	DNA Methyltransferase (DNMT) Inhibitor	Antimetabolite	NA	NA	NA	Inhibitor	Oncology	2353-33-5	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346830-01	FdCyd	5-fluoro-2'-deoxcytidine/NSC-48006	Phase II	Transcription regulation	NA	Epigenetic factor	DNMT1	NA	NA	NA	NA	DNA Methyltransferase (DNMT) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	10356-76-0	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00014891-03	RG-108	NSC-401077	Preclinical	Transcription regulation	NA	Epigenetic factor	DNMT1	NA	NA	NA	NA	DNA Methyltransferase (DNMT) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	48208-26-0	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00185850-02	BIX-01294	NA	Preclinical	Transcription regulation	Epigenetic Modifier Modulators	Epigenetic factor	DNMT1	EHMT2	NA	NA	NA	DNA Methyltransferase (DNMT) Inhibitor	Histone-lysine N-methyltransferase EHMT2 Inhibitor	NA	NA	NA	Inhibitor	Oncology	935693-62-2	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00344622-02	SGC-0946	NA	Preclinical	Transcription regulation	NA	Epigenetic factor	DOT1L	DOTL1	NA	NA	NA	Histone-lysine N-methyltransferase, H3 Lysine-79 Specific Inhibitor	Histone-Lysine N-methyltransferase, H3 lysine-79 specific Inhibitor	NA	NA	NA	Inhibitor	Oncology	1561178-17-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00178734-03	Sitagliptin	MK-431	Approved	Cell homeostasis	Signal Transduction Modulators	Protease	DPP4	TNFSF6	NA	NA	NA	Dipeptidyl Peptidase IV Inhibitor	Fas ligand Expression Inhibitor	NA	NA	NA	Inhibitor	Metabolic Disorders	486460-32-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00242597-01	Saxagliptin	BMS-477118	Approved	Cell homeostasis	Signal Transduction Modulators	Protease	DPP4	NA	NA	NA	NA	Dipeptidyl Peptidase IV Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	361442-04-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346655-01	Linagliptin	BI-1356	Approved	Cell homeostasis	Signal Transduction Modulators	Protease	DPP4	ABCB1	DPP4	NA	NA	Dipeptidyl Peptidase IV Inhibitor	Multidrug resistance protein 1 Inhibitor	Dipeptidyl Peptidase IV Inhibitor	NA	NA	Inhibitor	Metabolic Disorders	668270-12-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00015442-16	Fluorouracil	NSC-19893	Approved	Metabolism	Antimitotic Drugs|Apoptosis Inducers|	Nucleotide metabolism	DPYD	NA	NA	NA	NA	Dihydropyrimidine Dehydrogenase Inhibitor	Pyrimidine Antagonist	NA	NA	NA	Inhibitor	Oncology	51-21-8	NA	NA	NA	NA	TRUE	FALSE	FALSE
NCGC00164569-03	Capecitabine	NA	Approved	Metabolism	NA	Nucleotide metabolism	DPYD	NA	NA	NA	NA	Dihydropyrimidine Dehydrogenase Inhibitor	Pyrimidine Antagonist	NA	NA	NA	Inhibitor	Oncology	154361-50-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00181011-01	Gimeracil	NA	Approved	Metabolism	NA	Nucleotide metabolism	DPYD	NA	NA	NA	NA	Dihydropyrimidine Dehydrogenase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	103766-25-2	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015444-04	Fenoldopam	SK&F-82526J	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	DRD1	NA	NA	NA	NA	Dopamine Receptor D1 Agonist	NA	NA	NA	NA	Agonist	Neurological Disorders	67227-56-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00016270-10	Levodopa	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	DRD1	NA	NA	NA	NA	Dopamine Receptor D1 Agonist	NA	NA	NA	NA	Agonist	Neurological Disorders	59-92-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00013226-15	Trifluoperazine	SKF-5019	Approved	Cell signaling	NA	GPCR signaling	DRD2	NA	NA	NA	NA	Dopamine Receptor D2 Antagonist	NA	NA	NA	NA	Antagonist	Neurological Disorders	440-17-5	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00014670-16	Domperidone	R-33812	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	DRD2	NA	NA	NA	NA	Dopamine Receptor D2 Antagonist	Dopamine Receptor Antagonist	NA	NA	NA	Antagonist	Neurological Disorders	57808-66-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00015436-09	Fluphenazine	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	DRD2	CHRNA7	NA	NA	NA	Dopamine Receptor D2 Antagonist	Neuronal acetylcholine receptor subunit alpha-7 Ligand	NA	NA	NA	Antagonist	Neurological Disorders	146-56-5	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00015519-09	Dopamine	NA	Approved	Cell signaling	NA	GPCR signaling	DRD2	NA	NA	NA	NA	Dopamine Receptor D2 Agonist	NA	NA	NA	NA	Agonist	Neurological Disorders	62-31-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00092310-03	Amisulpride	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	DRD2	DRD3	NA	NA	NA	Dopamine Receptor D2 Antagonist	Dopamine D3 Antagonist	NA	NA	NA	Antagonist	Neurological Disorders	71675-85-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346440-01	Sumanirole	NA	Discontinued	Cell signaling	NA	GPCR signaling	DRD2	NA	NA	NA	NA	Dopamine Receptor D2 Agonist	NA	NA	NA	NA	Agonist	Neurological Disorders	179386-44-8	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015036-08	Amantadine	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	DRD3	NA	NA	NA	NA	Dopamine Receptor D3 Agonist	Dopamine Receptor Agonist	Viral Matrix protein 2 (Influenza) Inhibitor	NA	NA	Agonist	Neurological Disorders	665-66-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00167441-03	Pramipexole	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	DRD3	NA	NA	NA	NA	Dopamine Receptor D3 Agonist	NA	NA	NA	NA	Agonist	Neurological Disorders	104632-25-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00025072-01	PD-128907	NA	Preclinical	Cell signaling	Signal Transduction Modulators	GPCR signaling	DRD3	DRD2	NA	NA	NA	Dopamine Receptor D3 Agonist	Dopamine D2 Receptor Antagonist	NA	NA	NA	Agonist	Neurological Disorders	300576-59-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00241342-02	KUC107550N	ML-315	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	DYRK1A	CLK4	CLK1	CLK2	NA	Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A Inhibitor	Dual Specificity Protein kinase CLK4 Inhibitor	Dual specificity protein kinase CLK1 Inhibitor	Dual specificity protein kinase CLK2 Inhibitor	NA	Inhibitor	Oncology	1440251-53-5	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345739-02	KH-CB19	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	DYRK1A	CLK1	NA	NA	NA	Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A Inhibitor	Dual Specificity Protein kinase CLK1 Inhibitor	NA	NA	NA	Inhibitor	Oncology	1354037-26-5	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00347945-01	ID-8	NA	Preclinical	Cell signaling	NA	Kinase	DYRK1A	NA	NA	NA	NA	Dual-Specificity Tyrosine-(Y)-Phosphorylation Regulated Kinase 1A Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	147591-46-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346615-01	TAME	NA	Preclinical	Cell homeostasis	NA	Ubiquitin ligase	EBE3A	NA	NA	NA	NA	E3 Ubiquitin-Protein Ligase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1784-03-8	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346456-01	Macitentan	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	EDNRA	EDNRA	NA	NA	NA	Endothelin-1 Receptor Antagonist	Endothelin-1 Receptor Antagonist	NA	NA	NA	Antagonist	Metabolic Disorders	441798-33-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346730-01	Ambrisentan	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	EDNRA	NA	NA	NA	NA	Endothelin-1 Receptor Antagonist	NA	NA	NA	NA	Antagonist	Metabolic Disorders	177036-94-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00242479-01	Zibotentan	ZD-4054	Phase II	Cell signaling	Signal Transduction Modulators	GPCR signaling	EDNRA	NA	NA	NA	NA	Endothelin-1 Receptor Antagonist	NA	NA	NA	NA	Antagonist	Metabolic Disorders	186497-07-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00159455-04	Gefitinib	ZD-1839	Approved	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	184475-55-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00164574-05	Erlotinib	OSI-774	Approved	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	183319-69-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00167507-03	Lapatinib	NA	Approved	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB2	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-2 Inhibitor	NA	NA	NA	Inhibitor	Oncology	231277-92-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00185000-03	Afatinib	BIBW-2992	Approved	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB4	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-4 Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	850140-73-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00241101-02	Neratinib	NA	Approved	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB4	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-4 Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	698387-09-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263185-01	Dacomitinib	PF-00299804	Approved	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB4	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-4 Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	1110813-31-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263177-01	CUDC-101	NA	Discontinued	Cell signaling	Apoptosis Inducers|Epigenetic Modifier Modulators|Signal Transduction Modulators|	Kinase	EGFR	NA	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Histone Deacetylase (HDAC) Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	1012054-59-9	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00346699-01	TAK-285	NA	Discontinued	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB2	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-2 Inhibitor	NA	NA	NA	Inhibitor	Oncology	871026-44-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00024956-02	PD-153035	NA	Phase I	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	183322-45-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263195-01	AV-412	MP-412	Phase I	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB2	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-2 Inhibitor	NA	NA	NA	Inhibitor	Oncology	451492-95-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263149-01	AEE-788	NA	Phase I/II	Cell signaling	Angiogenesis Inhibitors|Signal Transduction Modulators|	Kinase	EGFR	EGFR	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	497839-62-0	NA	NA	NA	NA	FALSE	TRUE	TRUE
NCGC00263103-01	Pelitinib	NA	Phase II	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	257933-82-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346573-01	Sapitinib	AZD-8931	Phase II	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB3	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-3 Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	848942-61-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346724-01	Varlitinib	ARRY-334543	Phase II/III	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB4	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-4 Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	845272-21-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00182713-01	Canertinib	NA	Phase III	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB4	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-4 Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	289499-45-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00016017-07	AG-1478	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	153436-53-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263144-02	WZ-4002	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor (Thr790Met Mutant) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1213269-23-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346478-02	AST-1306	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	ERBB4	ERBB2	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase erbB-4 Inhibitor	Receptor tyrosine-protein kinase ErbB-2 Inhibitor	NA	NA	Inhibitor	Oncology	1050500-29-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346496-01	WZ-3146	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor (Thr790Met Mutant) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1214265-56-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346497-01	WZ-8040	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor (Thr790Met Mutant) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1214265-57-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346578-01	Desmethyl Erlotinib	OSI-420	Preclinical	Cell signaling	NA	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	183320-51-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346839-01	4-Quinazolinamine	NA	Preclinical	Cell signaling	NA	Kinase	EGFR	NA	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	15018-66-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346942-01	WHI-P97	NA	Preclinical	Cell signaling	Apoptosis Inducers|Signal Transduction Modulators|	Kinase	EGFR	JAK3	NA	NA	NA	Epidermal Growth Factor Receptor Inhibitor	Tyrosine-protein kinase JAK3 Inhibitor	Leukotriene Synthesis Inhibitor	Mediator Release Inhibitor	NA	Inhibitor	Oncology	211555-05-4	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00344625-02	IOX-2	GSK-1002083-A	Preclinical	Cell homeostasis	NA	Redox balance	EGLN1	NA	NA	NA	NA	Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	931398-72-0	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346527-01	Roxadustat	FG-4592	Pre-registered	Cell homeostasis	NA	Redox balance	EGLN1	NA	NA	NA	NA	Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	808118-40-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00164296-03	3-Indolebutyric acid	IBA	Not determined	Metabolism	NA	Fatty acid/lipid metabolism	EHHADH	NA	NA	NA	NA	Peroxisomal bifunctional enzyme modulator	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	133-32-4	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00189220-05	UNC-0638	NA	Preclinical	Transcription regulation	Epigenetic Modifier Modulators	Epigenetic factor	EHMT2	EHMT2	NA	NA	NA	Histone-lysine N-methyltransferase EHMT2 Inhibitor	Histone-lysine N-methyltransferase EHMT2 Inhibitor	NA	NA	NA	Inhibitor	Oncology	1255580-76-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00167751-03	SSR-69071	NA	Discontinued	Cell homeostasis	NA	Protease	ELANE	NA	NA	NA	NA	Neutrophil Elastase Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	344930-95-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00142598-05	beta-Sitosterol	NA	Not determined	Metabolism	Antiinflammatory Drugs|Apoptosis Inducers|	Steroid metabolism	ELANE	NA	NA	NA	NA	Neutrophil Elastase (Leukocyte Elastase) Release Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	83-46-5	NA	NA	NA	NA	TRUE	FALSE	FALSE
NCGC00346939-01	PF-8380	NA	Preclinical	Cell signaling	NA	Secondary messanger	ENPP2	NA	NA	NA	NA	Ectonucleotide Pyrophosphatase/Phosphodiesterase Family Member 2 Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	1144035-53-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015420-09	Emodin	NA	Preclinical	Cell homeostasis	Signal Transduction Modulators	Hydrolase	EPHX2	IL6	PTP4A3	CSNK2B	PRKAA1	Bifunctional epoxide hydrolase 2 Inhibitor	Interleukin-6 Production Inhibitor	Protein tyrosine phosphatase IVA 3 Inhibitor	Casein Kinase II (CK2) Inhibitor	AMP-Activated Protein Kinase (AMPK) Activator	Inhibitor	Metabolic Disorders	518-82-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346582-01	Mubritinib	TAK-165	Discontinued	Cell signaling	Signal Transduction Modulators	Kinase	ERBB2	NA	NA	NA	NA	Receptor tyrosine-protein kinase NEU (HER2; erbB2) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	366017-09-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263101-01	CP-724714	NA	Phase II	Cell signaling	Signal Transduction Modulators	Kinase	ERBB2	NA	NA	NA	NA	Receptor tyrosine-protein kinase NEU (HER2; erbB2) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	537705-08-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346672-01	ARRY-380 analog	HER2-Inhibitor-1	Preclinical	Cell signaling	NA	Kinase	ERBB2	NA	NA	NA	NA	Receptor tyrosine-protein kinase NEU (HER2; erbB2) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	937265-83-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00347958-01	WS-3	NA	Preclinical	Cell signaling	NA	Kinase	ERBB3	NA	NA	NA	NA	Receptor tyrosine-protein kinase HER3 (erbB3) Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1421227-52-2	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346483-01	BMS-599626	AC-480	Phase I	Cell signaling	NA	Kinase	ERBB4	EGFR	ERBB3	ERBB2	NA	Receptor tyrosine-protein kinase HER4 (erbB4) Inhibitor	Epidermal Growth Factor Receptor Inhibitor	Receptor tyrosine-protein kinase ErbB-3 Inhibitor	Receptor tyrosine-protein kinase erbB-2 Inhibitor	NA	Inhibitor	Oncology	714971-09-2	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015251-14	Clotrimazole	NA	Approved	Anti-microbial	Angiogenesis Inhibitors	Anti-fungal	ERG11	NA	NA	NA	NA	Anti-fungal	Fungal Lanosterol 14-alpha Demethylase Inhibitor	NA	NA	NA	Inhibitor	Infectious Disease	23593-75-1	NA	NA	NA	NA	FALSE	TRUE	FALSE
NCGC00018258-09	Econazole	NA	Approved	Anti-microbial	NA	Anti-fungal	ERG11	NA	NA	NA	NA	Anti-fungal	NA	NA	NA	NA	Inhibitor	Infectious Disease	24169-02-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00018294-06	Miconazole	NA	Approved	Anti-microbial	NA	Anti-fungal	ERG11	CYP19A1	NA	NA	NA	Anti-fungal	Aromatase Inhibitor	NA	NA	NA	Inhibitor	Infectious Disease	22916-47-8	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00025000-08	Ketoconazole	NA	Approved	Anti-microbial	Signal Transduction Modulators	Anti-fungal	ERG11	ABCB1	CYP1A1	CYP19A1	NA	Anti-fungal	Multidrug resistance protein 1 Inhibitor	Cytochrome P450 1A1 Inhibitor	Aromatase Inhibitor	Cortisol Synthesis Inhibitor	Inhibitor	Infectious Disease	65277-42-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00090808-03	Amphotericin B	NKTR-024	Approved	Anti-microbial	NA	Anti-fungal	ERG11	NA	NA	NA	NA	Anti-fungal	NA	NA	NA	NA	Inhibitor	Infectious Disease	1397-89-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00095089-11	Fluconazole	UK-49858	Approved	Anti-microbial	NA	Anti-fungal	ERG11	NA	P450	NA	NA	Anti-fungal	Fungal Lanosterol 14-alpha Demethylase Inhibitor	Cytochrome P450 Inhibitor	NA	NA	Inhibitor	Infectious Disease	86386-73-4	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00167430-03	Tioconazole	UK-20349	Approved	Anti-microbial	NA	Anti-fungal	ERG11	NA	NA	NA	NA	Anti-fungal	NA	NA	NA	NA	Inhibitor	Infectious Disease	65899-73-2	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00179596-04	Butoconazole	RS-35887	Approved	Anti-microbial	NA	Anti-fungal	ERG11	NA	NA	NA	NA	Anti-fungal	NA	NA	NA	NA	Inhibitor	Infectious Disease	64872-77-1	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00183039-01	Nystatin	NA	Approved	Anti-microbial	NA	Anti-fungal	ERG11	NA	NA	NA	NA	Anti-fungal	NA	NA	NA	NA	Inhibitor	Infectious Disease	34786-70-4	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00250383-01	Irestatin 9389	Irestatin 5500	Preclinical	Cell signaling	NA	Kinase	ERN1	NA	NA	NA	NA	Serine/threonine-protein kinase/endoribonuclease IRE1 Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	626221-47-4	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015889-10	Raloxifene	LY-156758	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	ESR1	ABCG2	ENG	ACVRL1	NA	Selective Estrogen Receptor Modulator (SERM)	ATP-binding cassette sub-family G member 2 Inhibitor	Endoglin Expression Enhancer	Activin Receptor Like Kinase 1 Group Expression Enhancer	NA	Modulator	Oncology	17104-04-08	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00018153-09	Dienestrol	NA	Approved	Cell signaling	NA	GPCR signaling	ESR1	NA	NA	NA	NA	Estrogen Receptor Agonist	NA	NA	NA	NA	Agonist	Oncology	84-17-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00018176-04	Estrone	NA	Approved	Cell signaling	NA	GPCR signaling	ESR1	NA	NA	NA	NA	Estrogen Receptor Agonist	NA	NA	NA	NA	Agonist	Oncology	53-16-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00024928-22	Tamoxifen	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	ESR1	NA	NA	NA	NA	Selective Estrogen Receptor Modulator (SERM)	NA	NA	NA	NA	Modulator	Oncology	10540-29-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00090749-11	Diethylstilbestrol	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	ESR1	NA	NA	NA	NA	Estrogen Receptor Agonist	Chloride Channel Blocker	NA	NA	NA	Agonist	Oncology	56-53-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00091533-11	Ethinylestradiol	NSC-10973	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	ESR1	NA	NA	NA	NA	Estrogen Receptor Agonist	NA	NA	NA	NA	Agonist	Oncology	57-63-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00091544-08	Estradiol	NSC-9895	Approved	Cell signaling	NA	GPCR signaling	ESR1	NA	NA	NA	NA	Estrogen Receptor Agonist	NA	NA	NA	NA	Agonist	Oncology	50-28-2	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00093347-06	Mestranol	NA	Approved	Cell signaling	NA	GPCR signaling	ESR1	NA	NA	NA	NA	Estrogen Receptor Agonist	NA	NA	NA	NA	Agonist	Oncology	72-33-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
